"N°","dc.contributor.author","dc.title","dc.date.issued","dc.publisher","dc.identifier.uri","dc.subject","thesis.degree.grantor","thesis.degress.name","renati.level","renati.type"
"6871","De La Cruz Gutierrez, Sandra","Hábitat informal y regeneración urbana paisajista en el malecón del río Chaclas del distrito de Sapallanga - 2024","2025-05-29","Universidad Peruana Los Andes","https://hdl.handle.net/20.500.12848/10226","Regeneración urbana | Paisajística | Malecón | Rio chaclas","Universidad Peruana Los Andes - Facultad de Ingeniería","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6872","López Suasnabar, Annie Kimberling","Argucias y tecnicismos legales para el incremento de la evasión  tributaria del impuesto general a las ventas en el Distrito de Huancayo – 2017","2021-01-16","Universidad Peruana Los Andes","https://hdl.handle.net/20.500.12848/2017","Argucias | Tecnicismos | Leyes | Incremento | Evasión tributaria","Universidad Peruana Los Andes. Facultad de Ciencias Administrativas y Contables","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6873","Sotil Elias, Wendy Aracely","Análisis de procesos y políticas contables de los expedientes por anticipos a proveedores en moneda nacional y extranjera, de una entidad pública","2025-04-10","Universidad Privada del Norte","https://hdl.handle.net/11537/46419","Estados financieros | Información contable | Proveedores | Toma de decisiones | Políticas contables | Rendición de cuentas","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"6874","Novoa Espinoza, Carlos Alberto","Desarrollo e integración de empresas de comunidad en operaciones mineras en la empresa Minera Miski Mayo S. R. L.","2024-12-20","Universidad Privada del Norte","https://hdl.handle.net/11537/42203","Desarrollo sostenible | Desarrollo social | Economía | Calidad de vida | Empresas mineras","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#trabajoDeSuficienciaProfesional"
"6875","Henriquez Honores, Junior Alexander | Monzon Castillo, Carlos Jesus","El sector turismo y el crecimiento económico del distrito de Huanchaco – Trujillo, 2024","2025-09-22","Universidad Privada del Norte","https://hdl.handle.net/11537/45290","Turismo | Agencias de turismo | Economia | Patrimonio cultural | Desarrollo sostenible","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6876","Cueva Calderón, Nancy","Análisis de gestión de inventarios para determinar la rentabilidad en la  empresa Ferretería Leonela S.A.C","2017-10-26","Universidad Privada del Norte","https://hdl.handle.net/11537/12333","Rentabilidad | Inventarios | Control de gestión","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#bachiller","https://purl.org/pe-repo/renati/type#trabajoDeInvestigacion"
"6877","Guerra Pacheco, Mayte Yamille | Vargas Miranda, Gabriela Liseth","El desarrollo de los sectores económicos emergentes como consecuencia del crecimiento de la inversión extranjera directa en el Perú en el periodo 2009-2019","2023-11-06","Universidad Privada del Norte","https://hdl.handle.net/11537/39160","Inversiones extranjeras | Crecimiento económico | Desarrollo económico | Comercio internacional | Finanzas internacionales","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6878","Hernández Balladares, Aracely Judith | Ayala Álvarez, Verónika Desire","Programa de gestión financiera y operativa para mejorar el sistema contable en la Institución Educativa Brüning College de Chiclayo, 2007","2008","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/2606","Programa | Gestión financiera y operativa | Sistema contable | Estado de flujo de efectivo | Flujo de caja | Punto de equilibrio | Componentes | Control interno","Universidad Señor de Sipán. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6879","Peralta García, Kelly Catalina","Control de inventarios en el hotel MH en la Ciudad de Chiclayo - 2019","2020","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/7452","Control | Inventario | Existencias","Universidad Señor de Sipán. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#bachiller","https://purl.org/pe-repo/renati/type#trabajoDeInvestigacion"
"6880","Ipanaque Ramirez, Maria Alejandra | Santisteban Vidaurre, Iris","Programa de emprendimiento social para fomentar el desarrollo socioeconómico en el Caserío Sime - Pitipo, 2023","2024","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/12412","Emprendimiento social | Desarrollo socioeconómico | Población | Iniciativa","Universidad Señor de Sipán. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6881","Bure Quijano, Norma Beatriz | Villegas Azabache, Zelene Laleisca","Centro de capacitación y transmisión de saberes ancestrales como dinamizador para disminuir el debilitamiento de técnicas artesanales, distrito de Incahuasi","2022","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/9182","Capacitación | Eje cultural | Infraestructura | Técnicas artesanales | Transmisión","Universidad Señor de Sipán. Facultad de Ingeniería, Arquitectura y Urbanismo","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6882","Quintanilla Dávila, German Víctor","Impuesto a la renta de tercera categoría y su influencia en la gestión financiera y económica de la Empresa Impresiones y Utiles S.A.C de la ciudad de lima durante el periodo 2016","2018","Universidad Privada Telesup","https://repositorio.utelesup.edu.pe/handle/UTELESUP/155","Gestión financiera | Impuesto a la Renta | Efecto del pago a cuenta | Renta de tercera categoría | Clima organizacional","Universidad Privada Telesup. Facultad de Ciencias Administrativas, Contables, Turismo, Hostelería y Gastronomía","","",""
"6883","Basurto Mego, Karina Ysabel | Ramirez Guevara, Fernando","Costos ABC y su incidencia en la toma de decisiones de agrícola el rancho S. A. C., Miraflores, 2021","2023-08-16","Universidad Privada del Norte","https://hdl.handle.net/11537/34364","Costos | Toma de decisiones | Control de costos | Contabilidad de costos | Gestión empresarial","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6884","Cruz Solís, Carlos Enrique","El impacto de las microfinanzas en el desarrollo economico de las MYPES textiles del cercado de  Chiclayo 2010","2010","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/744","Microcrédito | Institución micro financiera | Microempresa","Universidad Señor de Sipán. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6885","Toledo Revilla, Claudia Lileht","Transporte minero mediante la aplicación de cable carriles para reducir costos de acarreo en una empresa minera de oro en Santa Cruz, Cajamarca 2022","2022-06-20","Universidad Privada del Norte","https://hdl.handle.net/11537/32217","Control de costos | Transporte | Minas | Máquinas para minería | Cable carril","Universidad Privada del Norte. Facultad de Ingeniería","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6886","Fernandez Llanos, Yalili Alina","Uso de concreto reciclado pulverizado y su influencia en la estabilización de suelos cohesivos","2024","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/12588","Suelo | Cohesivos | Ensayos | Estabilización | Concreto reciclado pulverizado","Universidad Señor de Sipán. Facultad de Ingeniería, Arquitectura y Urbanismo","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6887","Huacahuasi Gonzales, Karina","Control interno en las adquisiciones del Centro Nacional de Abastecimiento de Recursos Estratégicos en Salud, Jesús María, 2023","2024-03-14","Universidad Privada del Norte","https://hdl.handle.net/11537/39828","Control interno | Compras públicas | Gestión de compras | Abastecimiento | Salud pública","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6888","Mejía Saldaña, José Leoncio | Muñoz Valle, Nestor Enrique","La informalidad de los comerciantes de abarrotes del mercado de Moshoqueque y su incidencia en la recaudación tributaria de la región Lambayeque – 2008","2009","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/2498","Informalidad | Informalidad de los mercados | Recaudación tributaria | Informalidad tributaria | Regímenes tributarios","Universidad Señor de Sipán. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6889","Cueva Avila, Erlinda Celia | Flores Sabino, Bely Magaly","Análisis de la deducciones de gastos personales para determinar el impuesto a la renta de cuarta y quinta categoría: una revisión de la literatura científica","2020-04-28","Universidad Privada del Norte","https://hdl.handle.net/11537/23799","Impuesto a la renta | Empresas | Costos","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#bachiller","https://purl.org/pe-repo/renati/type#trabajoDeInvestigacion"
"6890","Montenegro Ubillus, Rosa Lidia | Saldaña Rubiños, Sugey Jhovanna","Diseño de un programa de asociatividad para el desarrollo de las Mypes comerciales en el distrito de la Victoria","2007","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/2231","Programa | Asociatividad | Mypes","Universidad Señor de Sipán. Facultad de Ciencias Empresariales","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"6891","Nieto Ortiz, Willy Andres","Prórroga en el art. 1697 del código civil para proteger el arrendamiento de local comercial en estado de emergencia","2025","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/16035","Arrendamiento | Estado de emergencia | Local comercial | Prorroga","Universidad Señor de Sipán. Escuela de Postgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
